idtwitter,subj,pos,neg,iro,top,TEXT
1.97E+17,1,0,1,0,0,"http://www.youtube.com/watch?feature=player_detailpage&v=hCnxSHm12sw … dannata onda io vi stupro a tutti e tre come state Kyuhyun, Eunhyuk e Leeteuk *A*"
1.35E+17,1,0,1,1,1,"http://www.youtube.com/watch?v=Qq7omxEXhR8&feature=share … ihihihi vai col Governo Monti, ministro all'economia Laura Pausini (come sono bravo a usare i #TT mammamà...)"
1.92E+17,1,0,1,0,0,"http://www.youtube.com/watch?v=qRYKbIGjyIY … Ed ecco le Sistar, una febbre a quaranta e comunque hanno fatto meglio delle 4minute. MI PIANGE IL CUORE ç_ç"
1.36E+17,1,0,1,0,1,http://Yyeaa.com : L'errore di Pdl e Pd che non vogliono una base politica per il governo Monti http://www.Yyeaa.com 
3.93E+17,1,0,1,0,0,I 10 motivi per cui NON voglio che Studio Sport parli di basket http://www.buzzerbeaterblog.net/non-voglio-che-studio-sport-parli-di-basket/ …
1.65E+17,1,0,1,1,1,i bocchini che fa mia madre sono monotoni (cit. Mario Monti)
1.93E+17,1,0,1,0,1,"I cani che abbaiano alla #Grillo non servono.Tentano di emergere nella confusione, ma non sono propositivi e non hanno idee costruttive."
1.93E+17,1,0,1,0,1,I demagoghi come #Grillo hanno audience perchè dicono cose su cui è difficile informarsi. E Grillo vi sta pigliando tutti per il culo!
1.44E+17,1,0,1,0,1,I docenti accusano: “Dal governo Monti altri tagli indiscriminati all’Università” http://www.ilfattoquotidiano.it/2011/12/05/docenti-accusano-governo-monti-altri-tagli-indiscriminati-alluniversita/175312/ … via @fattoquotidiano
3.93E+17,1,0,1,0,0,I governi sanno in cosa consiste lo spionaggio ma è più comodo fingere indignazione http://www.linkiesta.it/nsa-italia-germania …
3.92E+17,1,0,1,1,0,I miei migliori amici da oggi in poi saranno i fazzoletti <33
1.37E+17,1,0,1,1,1,"i MINISTRI DEL GOVERNO MONTI: SONO GIOVANI, MA SI FARANNO?"
3.96E+17,1,0,1,1,0,"i poeti costruiscono tweet sulla paura,paura da amare paura di restare....aggiungete pure paura che non ve la da..."
1.42E+17,1,0,1,0,1,I rischi della (non) comunicazione di Mario Monti http://nblo.gs/qRwto 
1.66E+17,1,0,1,0,1,Ideologico e guascone: il governo Monti sembra quello del Cav | Gli Altri Online http://www.nuovaresistenza.org/2012/02/03/ideologico-e-guascone-il-governo-monti-sembra-quello-del-cav-gli-altri-online/ …
1.46E+17,1,0,1,0,1,Ieri sera #governo #Monti in larga delegazione chiede a #cgilcisluil di entrare da soli. Così non va. Anche la forma è importante.
1.92E+17,1,0,1,0,0,"Ieri, in TV, drammatiche le immagini della tragedia di una nave che affonda. Era la trasmissione di Report sull'evasione in Italia"
1.48E+17,1,0,1,1,1,"Il #governo #Monti arriverà a fine legislatura? #Bossi:""Ma siete matti!"" da che pulpito,infatti siamo noi a credere che esiste la #PADANIA"
1.43E+17,1,0,1,0,1,Il #governo #Monti dev'essere giudicato dai fatti. Finalmente lo posso dire ... è pessimo.
1.63E+17,1,0,1,1,1,Il #governo #Monti ha messo un in campo una misura decisiva per uscire dalla #crisi: la prossima settimana aumenteranno le #sigarette.
1.47E+17,1,0,1,0,1,Il #governo #Monti ha perso un'altra occasione per far uscire l'Italia dal medioevo
1.43E+17,1,0,1,0,1,"Il #governo #Monti non finisce qui, ma ha ancora sorprese x l' #Italia. La #politica lo lascerà scarrozzare nel palazzo a lungo? #manovra"
1.57E+17,1,0,1,0,1,"Il #governo #monti sceglie #sottosegretari non degni del ruolo affidato, speriamo non faccia altri sbagli #asuainsaputa"
1.44E+17,1,0,1,0,1,il #pd è soddisfatto della manovra del #governo #monti io mi chiedo se mai inizieranno a vergognarsi.
1.92E+17,1,0,1,0,1,Il #populismo è un nemico della #democrazia. I regimi reazionari sono nati nella cultura populista. #Grillo è un fenomeno inquietante.
1.43E+17,1,0,1,1,1,"Il #Terzopolo sembra l'armata brancaleone. ""Armiamoci e partite""! #governo #monti #oramonti #pdl #pd #udc #idv"
1.59E+17,1,0,1,0,1,Il colpo di stato sobrio di Mario Monti: http://youtu.be/JnDAJjsw5lw  via @youtubeche skifezza
1.37E+17,1,0,1,0,1,"Il corteo scorre su via Cavour: ""Andremo al Senato a dire al governo Monti che non ha la nostra fiducia"" http://www.paesesera.it/Cronaca/Studenti-e-lavoratori-a-piazza-Esedra-obiettivo-Senato-Chiuse-Metro-A-e-B-traffico-in-tilt-sul-Gra.-Centro-blindato …"
1.93E+17,1,0,1,0,1,"Il fascismo in Italia è in potenza, con l'antipolitica si traduce in atto #Grillo #schiacciailgrillo"
1.65E+17,1,0,1,1,1,Il Fatto Quotidiano Berlusconi ghost writer di Monti?: La battuta di Mario Monti sulla monotonia del posto fisso... http://bit.ly/yyfxbS 
1.50E+17,1,0,1,0,1,Il Fatto Quotidiano Bersani: “Toccare l’articolo 18? Roba da matti. Il governo Monti lo deve capire”: Il segreta... http://bit.ly/spKWRk 
1.64E+17,1,0,1,1,1,Il Fiscal Compact come il governo Monti: chiamano salvataggio l'assicurazione della fine.
3.92E+17,1,0,1,0,0,Il giocattolo si è rotto.
1.62E+17,1,0,1,1,1,"Il governo #Monti cerca una soluzione: un diplomatico italiano potrà partecipare a rock-concert nazisti, purché sobri"
1.53E+17,1,0,1,0,1,Il governo #Monti che parla di liberalizzazioni delle professioni e poi sui giornalisti fa esattamente il contrario non vi suona strano?
1.47E+17,1,0,1,0,1,Il governo #Monti comincia a puzzare. Quanno votamo? http://fb.me/1sbO5gre2 
1.35E+17,1,0,1,0,1,Il governo #monti è contro il il popolo sovrano.
1.37E+17,1,0,1,1,1,Il Governo #Monti è perfetto per arrivare fino alle vacanze di Natale. #manifestazione studenti
1.60E+17,1,0,1,1,1,il governo #Monti è riuscito a scontentare chi è contro le #liberalizzazioni e chi è a favore. Praticamente un miracolo. #retromarcia...
1.47E+17,1,0,1,0,1,Il governo #Monti è sotto scacco del Conflitto d'Interessi di B. ed è imbarazzante l'ammissione del baratto fiducia e #FrequenzeTv #Ballarò
1.36E+17,1,0,1,0,1,Il governo #Monti non e' ancora nato e gia' sta perdendo troppo tempo.
1.46E+17,1,0,1,1,1,Il Governo #Monti non ha fatto nulla però cala lo spread e si riprende la Borsa di MIlano. Il gioco delle 3 carte vince sempre :-)
1.37E+17,1,0,1,0,1,Il governo #Monti. Troppa #finanza e troppi #cattolici? http://wp.me/p1yUuO-lD  /via @ilbureau.com
1.49E+17,1,0,1,0,1,IL GOVERNO MONTI ......IMPOSTO DA NAPOLITANO.....NON DAL POPOLO .....INCREDIBILE !!!!!! http://fb.me/1pzi1z97L 
1.45E+17,1,0,1,0,1,"il governo Monti aumenta le tasse, la BCE taglia i tassi per dare una mano alle banche, ma ai cittadini chi ci pensa ??"
1.63E+17,1,0,1,0,1,"il governo monti c'è perchè voi avete miseramente fallito,caro #castelli dei miei coglioni #serviziopubblico"
1.65E+17,1,0,1,0,1,Il governo Monti ci ha rotto il c........... solo per chi sta bene.....vaff
1.50E+17,1,0,1,1,1,"Il governo Monti comunica che, per ragioni di sobrietà e mal celata povertà, Babbo Natale verrà sostituito da Zio Quaresima #merrychristmas"
1.37E+17,1,0,1,1,1,Il Governo Monti di fatto conferma la linea del Governo Berlusconi: La Passera è sempre la cosa più importante...
1.46E+17,1,0,1,1,1,Il governo Monti è come il medico al capezzale del malato. Siete ancora contrari all'eutanasia?
1.42E+17,1,0,1,0,1,IL GOVERNO MONTI E' IL COMPLETAMENTO DELLA CONTRO-RIVOLUZIONE CLERICO-MASSONICA INIZIATA IL '92-'93. http://fb.me/1hGXiVw9F 
1.37E+17,1,0,1,0,1,il governo monti è una sospensione della democrazia. E il tuo era un aborto. #berlusconi
1.57E+17,1,0,1,1,1,Il Governo Monti fa male alla salute http://goo.gl/fb/7Ogop  Clicca sul link
1.44E+17,1,0,1,0,1,"IL GOVERNO MONTI HA AUMENTATO LE ACCISE, una tassa sui carburanti che venne introdotta da Benito Mussolini.... http://fb.me/1nIp2ljjZ "
1.44E+17,1,0,1,1,1,Il governo Monti ha aumentato l'Ici ai pensionati con prima casa del 60% e alle banche e assicurazioni del 20%. Sono le manovre eque...^fb
1.52E+17,1,0,1,0,1,"Il governo Monti ha fallito, se lo lasciamo lavorare fara' dei danni irreparabili al nostro paese"
1.44E+17,1,0,1,1,1,"il governo Monti mette tasse su tua mamma, tua sorella, il cane, il gatto, il topo, l'elefante, non manca più nessuno..#salviamo_i_leocorni"
1.65E+17,1,0,1,1,1,"Il governo Monti mi ha tolto pure lo sfizio di pronunciare la solita frase ""piove governo ladro"" (per ora!)"
1.63E+17,1,0,1,0,1,Il Governo Monti non fa nulla per la crescita. L'Italia è allo stremo.
1.35E+17,1,0,1,1,1,"il governo Monti piace molto a Montezemolo,Confindustria,Goldman Sachs,Bce e Dracula"
1.58E+17,1,0,1,0,1,IL GOVERNO MONTI -RICCARDI-PASSERA-NAPOLITANO HA RIFINANZIATO L'INUTILE MISSIONE ITALIANA IN... http://fb.me/JG5q8o7B 
1.46E+17,1,0,1,1,1,Il governo Monti salva i farmacisti e non l'Italia
1.35E+17,1,0,1,1,1,il governo monti sarà talmente tecnico che nel pacchetto anticrisi ci saranno già dentro le guarnizioni di ricambio
1.65E+17,1,0,1,0,1,Il governo Monti sta fallendo perché si sta preoccupando troppo dell’economia monetaria e poco degli italiani. http://fb.me/1chA2Ox9w 
1.54E+17,1,0,1,0,1,Il governo Monti vuole liberalizzare gli orari e i giorni di apertura dei negozi. E leggo che tutti sono contro. E mi chiedo perché.
1.61E+17,1,0,1,0,1,Il governo Monti vuole licenziamenti di massa http://goo.gl/fb/uhuId 
1.42E+17,1,0,1,0,1,"il governo Monti, la quota Matteoli, i due Braga. Un caso imbarazzante (non solo per il governo) http://bit.ly/uGxQU7 "
1.37E+17,1,0,1,1,1,il governo Monti: «Ora di corsa». Attenti che avete tutti una certa età. #buogiorno #monti #rimontiamo
1.47E+17,1,0,1,1,1,"Il governo Monti: un bel ragazzo che si spaccia per grande seduttore, lasciando poi con l’amaro in bocca dopo una eiaculazione precoce #fb"
1.43E+17,1,0,1,1,1,Il Governo Monti: un Governo Supportato o un Governo Sopportato?
1.44E+17,1,0,1,0,1,Il governo Monti…porterà alla povertà …Ha colpito sempre gli stessiCioè …Gli onesti
1.46E+17,1,0,1,0,1,"Il Governo Tecnico di Mario Monti serve per fare il lavoro sporco,... http://fb.me/1oHeacmYz "
1.93E+17,1,0,1,0,1,Il grande problema del M5S è che non si capisce ancora quale sia il ruolo di #Grillo #piazzapulita
1.95E+17,1,0,1,0,1,"Il meet up a Cuneo chiude e contesta:#Grillo parla bene e razzola male,il grillismo è diventato il sinonimo di arrivismo e smania di potere."
1.93E+17,1,1,0,0,1," Le cose si possono cambiare se partecipiamo, il futuro è nostro, noi siamo l'Italia , una speranza #Grillo e il #M5S sta sera SanDonato"
3.93E+17,1,1,0,1,0," non si preoccupi signor Obama, quando parlo di bombe mi riferisco alle bruschette alla 'nduja #IntercettaME"
3.93E+17,1,1,0,0,0," Sono parte del mio cuore, mi hanno insegnato ad essere me stessa e a credere nei sogni.  #Best tweet"
1.36E+17,1,1,0,0,1,"?""L'euro è un successo, soprattutto per la Grecia.""[Mario Monti, settembre 2011]"
3.92E+17,1,1,0,0,0,#10cosesulragazzochemipiace La sua risata mi fa impazzire :3
1.38E+17,1,1,0,0,1,#556 si a favore del Governo #Monti: cominciamo ora?
3.97E+17,1,1,0,0,0,#AnnalisaWonTheInternationalSongContest #meritatissimo Artista speciale ed umile che sta facendo un cammino fatto di musica in modo unico
1.61E+17,1,1,0,0,1,#assembleapd Franceschini: non abbiamo subito il nuovo scenario. Siamo stati determinanti per la nascita del governo Monti.
3.92E+17,1,1,0,0,0,"#Buongiorno mondoooo !!!Iniziamo bene questa giornata con un #RT, seguimi e ti riseguo ?! Si parteeeeeeee :) JBBoy"
3.93E+17,1,1,0,0,0,#ConfessioniUltime di @CoronaMauro è un gran libro.
1.35E+17,1,1,0,0,1,#fatepresto @idvstaff appoggiare governo @monti tassativo per credibilità della classe politica a tutela interessi paese #sositalia
1.93E+17,1,1,0,0,0,#FF @j3mcn ... Gentile e ironico positivo ..Mi fa sempre sorridere ... Grazie
1.93E+17,1,1,0,0,0,#FF a @ValeYellow46 che anche con questa Ducati farà il culo a tutti !
1.37E+17,1,1,0,1,1,#governo #Monti : ma non c'è nessun indagato fra i #ministri ? Nemmeno fra i sottosegretari? E' possibile? In Italia?
1.37E+17,1,1,0,0,1,#governo #monti Che abbiano capacità di guardare in basso per la fame che c'è e in alto dove impera il lusso e lo spreco.
1.37E+17,1,1,0,0,1,#governo #monti l'emozione in una lezione
1.37E+17,1,1,0,0,1,"#Governo #Monti, segnali positivi, incoraggianti e congratulazioni dai premier dei grandi paesi eu, speriamo bene. #lungavitagovernomonti"
1.93E+17,1,1,0,0,1,"#Grillo a #serviziopubblico ""Quelli della Lega si fanno fuori da soli come nell'ultima scena de Le Iene"" ahahah bè nn male.. #m5s"
1.94E+17,1,1,0,0,1,#Grillo buongiorno a tutti! #M5S
1.96E+17,1,1,0,0,1,"#Grillo e #Bossi : #Lega era forza territoriale separatista, #M5S e' aggregatore nazionale generazionale. Fiducia ai giovani #Muoviti_Italia"
1.95E+17,1,1,0,0,1,#Grillo è diverso perché scende in mezzo alla gente. Non si è mai visto un capopopolo da salotto...
1.93E+17,1,1,0,0,1,#Grillo è l'inizio della fine o l'inizio della riscossa della buona politica: io credo nella seconda. @ilgiornale @ilpdl @Giovane__Italia
1.94E+17,1,1,0,0,1,"#Grillo è un best teller, dubbio non v'è!Dice cose come le pensiamo tutti:questo non lo rende un politico moderno,semmai un tribuno antico."
1.93E+17,1,1,0,0,1,#Grillo in TT. I sondaggi proiettano il #M5S terza forza politica in Italia. La faccia da #fail dei partiti non ha prezzo. #PiazzaPulita
1.96E+17,1,1,0,0,1,#Grillo lancia a tutti noi una sfida per un cambiamento… se non sappiamo coglierla possiamo sempre tornare dallo #psiconano !!!
1.93E+17,1,1,0,0,1,#Grillo magari non avrà risposte certe per l'Italia.. Ma è una ventata di freschezza ed è dalle novità che nascono le idee migliori!
1.96E+17,1,1,0,0,1,"#Grillo non è #antipolitica. È #politica di chi non vuole più parassiti, ladri, puttane e leccaculo alla testa del Paese. È troppo? Si può?"
1.93E+17,1,1,0,0,1,"#Grillo non è il peggiore dei mali, e se tra mali devo scegliere lui è quello minore, o quello di cui ancora non ho sofferto..."
1.93E+17,1,1,0,0,1,"#Grillo non sarà uno statista, ma è il benvenuto se ci aiuta a fare #piazzapulita di tutti questi politici parassiti."
1.92E+17,1,1,0,0,0,#ilRagazzo mi ha fatto due faccine in un solo messaggio: erano giorni che non succedeva LOL
1.94E+17,1,1,0,0,1,"#inonda #Grillo è stato il detonatore e ci ha messo la faccia, il #M5S riempie il vuoto della politica creato dalla malapolitica dei partiti"
1.60E+17,1,1,0,0,1,"#Introna: “bene lo stop del Governo Monti sull’off shore”: ""PRENDO atto con soddisfazione che… http://goo.gl/fb/qXJdD "
1.31E+17,1,1,0,0,1,#Italiaresiste Mario Monti subito Presidente del Consiglio!! #Sarkozy #ballarò
1.89E+17,1,1,0,0,0,#ITALYLOVESBIEBER RT se anche tu pensi che la Devonne senza trucco sia ancora più bella.
1.34E+17,1,1,0,0,1,#laresadeiconti un sogno: Milena Gabanelli e quelli di Report consulenti del nuovo Governo Monti per spiegare come sanare il nostro debito
3.97E+17,1,1,0,0,0,#mammahoripersolaereo può essere vecchio quanto vi pare ma rimarrà sempre uno dei film piu belli che ci siano.
3.92E+17,1,1,0,0,0,#MarcoCarta6AnniDiNoi questo grazie è per Te artista
1.35E+17,1,1,0,0,1,#matteorenzi Mario Monti e' l'uomo giusto al posto giusto nel momento giusto!! Grazie Presidente Napolitano
3.93E+17,1,1,0,0,0,#Mexes e #Kaka nella TOP 11 della terza giornata della #ChampionsLeague. #ForzaMilan pic.twitter.com/mRaHsikfb4
1.92E+17,1,1,0,0,1,#monti : se tutti pagassero le tasse.. #Grillo rubereste il doppio .. sante parole miticoooo
1.92E+17,1,1,0,0,1,"#Movimento5stelle #Politica #Italia #Grillini E #Grillo va, alla conquista del paese! | hubmagazine http://www.hubmagazine.it/e-grillo-va-alla-conquista-del-paese/ …"
1.49E+17,1,1,0,0,1,#Napolitano: con governo Monti nessuna forzatura o strappo costituzionale: http://www.asca.it/news-Napolitano__con_governo_Monti_nessuna_forzatura_o_strappo_costituzionale-1107126.html#.TvDPFa9QI5I.twitter … via @AddThis
1.35E+17,1,1,0,0,1,#noelezioni appoggiate il governo Monti per #nuovaleggeelettorale
1.93E+17,1,1,0,0,1,#Norimberga è bellissima davvero.Anche l'idea populista di #Grillo mi piace.A chi a sbagliato o concorso dobbiamo ipotecare anche le mutande
1.60E+17,1,1,0,0,1,#OttoEMezzo certo che abituati al nano...anche se non ne condivido le scelte Mario Monti è proprio un gran signore..
1.42E+17,1,1,0,0,1,#partisociali convocate domenica. Del #governo #monti si può dire di tutto ma non certo che non lavori sodo vero? #serviziopubblico
1.93E+17,1,1,0,0,1,"#piazzapulita #Grillo riesce a mobilitare il popolo, fino ad ora passivo a tutti gli affari loschi dei partiti. Questa è politica vera!"
1.95E+17,1,1,0,0,1,#portaaporta #Vespa ha fatto pura propaganda per #Grillo e quasi mi sono convinta a dare un voto alternativo e di discontinuità
1.65E+17,1,1,0,0,1,"#Renzi ""Spero che il governo Monti arrivi fino alla fine della legislatura"" #ottoemezzo"
1.35E+17,1,1,0,1,1,"#rimontiamo ""Bisognerebbe essere veri banditi per sabotare un governo Monti"". ""I requisiti ci sono"" (Ellekappa)"
1.93E+17,1,1,0,0,1,#Robinson Forza #Grillo siamo in milioni con te!
3.96E+17,1,1,0,0,0,"#rt seguimi e ti seguo, siate anime gentili tra poco è natale ? x15"
3.92E+17,1,1,0,0,0,#rt seguimi e ti seguo. daidai 02
1.38E+17,1,1,0,0,1,"#Rutelli: saremo perno di sostegno, di lealtà, di collaborazione per Mario Monti #terzopolo"
1.46E+17,1,1,0,0,1,"#Schifani e #Fini: sì al taglio degli #stipendi per i #parlamentari, ma non decide il Governo #Monti http://www.ilsole24ore.com/art/notizie/2011-12-11/schifani-fini-taglio-stipendi-145307.shtml?uuid=Aa4AYKTE … via @sole24ore"
1.93E+17,1,1,0,0,1,#serviziopubblico #Grillo mette in piazza la verità. è per questo che lo temono: e fan bene. Avrai il mio voto!
1.35E+17,1,1,0,0,1,"#serviziopubblico in questo momento non possiamo scegliere, governo monti, poi elezioni con nuove regole!!!#brignanoiena"
1.96E+17,1,1,0,0,1,"#serviziopubblico tutto condivisibile,ma nessuno parla di signoraggio bancario,ecco perchè #Grillo avanza,perchè è in contatto con la realtà"
3.96E+17,1,1,0,0,0,"#ThankYouOneDirectionForTheAmazingTour sapere di aver partecipato, oddio, io non riesco ancora a crederci."
1.48E+17,1,1,0,0,1,"#TobinTax, il Governo Monti ha scelto la strada giusta #europa  http://www.liberiasinistra.it/art/2011/12/16/tobin-tax-il-governo-monti-ha-scelto-la-strada-giusta_659 …"
3.93E+17,1,1,0,0,0,#unminutopervincere un saluto da aversa siete forti ragazzi
1.46E+17,1,1,0,0,1,"#Vauro: ""È più facile fare satira sulla Fornero e su questo governo che su Berlusconi"". #governo #monti"
3.93E+17,1,1,0,0,0,#XF7 il mio primo tweet di stasera è per il grambiulino giallo di andrea.Io voto per te #asilosyle
1.56E+17,1,1,0,0,1,(tempestivi) L'intervista di Mario Monti a Che tempo che fa (video) http://bit.ly/zNQ2Zk 
1.97E+17,1,1,0,0,0,.. Intanto .. Grazie..
3.95E+17,1,1,0,0,0,"...eccomi qua! ...sorridente e radiosa, pronta a ""creare"", chiacchierare e trascorrere la mattinata insieme...... http://fb.me/2tejE27z0 "
1.35E+17,1,1,0,1,1,...il fatto che Di Pietro non sia d'accordo su Mario Monti Premier conferma senza ombra di dubbio che sia la scelta giusta !! Cit. Gabri
1.44E+17,1,1,0,0,1,...la miglior sintesi sulla manovra del governo Monti è racchiusa nella sequenza di questo film... http://www.youtube.com/watch?v=RioAW5vUcB4&feature=share … via @youtube
1.95E+17,1,1,0,0,0,..gli eroi son tutti giovani e belli!
3.93E+17,1,1,0,1,0,".@GianniCuperIoPD Compagno, si ricordi che quando verrà eletto, ciocorì e biancorì saranno gli unici snack ammessi! pic.twitter.com/hnbAVBBdDR"
3.92E+17,1,1,0,0,0,:') :')
1.91E+17,1,1,0,0,0,"@__blessed anche perchè se il tuo AMORINO S, dovesse mai venire in Italia, di sicuro andrà a Milano"
1.89E+17,1,1,0,0,0,"@_av0n Ricordo il giorno che comprai ""Infinite Jest"" alla Fiera di Torino, insieme ad altri tre suoi. Non lo conoscevo. Ho fiuto."
3.92E+17,1,1,0,1,0,@_cadeonthorne si! Ma te la do solo se mi dici se stai ancora con Nina *si illumina AHAHAHAH UWU*
1.96E+17,1,1,0,0,0,@_Gabriella_T grazie :)
3.97E+17,1,1,0,0,0,@_har0lds oddio le amo tutte ma credo ... Last first kiss
1.91E+17,1,1,0,0,0,@_karolmitico Dm amore
3.93E+17,1,1,0,0,0,@_sonnenlicht ahahah noo! Dove? Linkamelo che guardo a casa ahahaha
3.93E+17,1,1,0,0,0,"@1Dteam_IT sono saltata dalla gioia appena li ho visti , anche in quel momento solo sentire le loro voci mi ha fatto stare bene per davvero."
1.87E+17,1,1,0,0,0,@79Pan @sonosoloio74 belin tardi ... Alla prox gelato al pistacchio:-)
1.96E+17,1,1,0,0,0,@a_n_t_r Grazie ;-)
3.97E+17,1,1,0,0,0,@acmilan @FinallyMario strano... Dai ragazziiiii! #ACMilan #ForzaMilan
1.61E+17,1,1,0,0,1,@AcquaBeneComune Il governo Monti è stato costretto a fare un passo indietro. I referendum sono salvi. Ora avanti con la ripubblicizzazione!
1.94E+17,1,1,0,0,0,@albertinodj a Roma invece è cosí primavera che sembra gia giov.
1.88E+17,1,1,0,0,0,@Ale__Malik oddio quanto ti capisco.<3 *--*
1.93E+17,1,1,0,0,1,@alefer77 @beppe_grillo #Grillo #Piazzapulita #sapevatelo #la7 #Monti Forza Beppeeeeee!
1.89E+17,1,1,0,0,0,@Alessandracips grazie mille ^_^
1.38E+17,1,1,0,0,1,"@amassone Bene, credo.... ""Governo, monti""."
1.89E+17,1,1,0,0,0,@ambrogi0 grazie anche a te ! In ritardo :)
3.93E+17,1,1,0,0,0,@amico_frizz a volte un raggio di sole c'è.
3.93E+17,1,1,0,0,0,"@AmorosoOF manca poco, nn vedo l'ora di rivederti"
1.89E+17,1,1,0,0,0,@andreaiannone29 stavi indiavolato... Bravo peccato per il rettilineo ma meglio di così non potevi fare!!! #Motomondiale
1.61E+17,1,1,0,0,1,@AndreaMuscara io del governo Monti non mi lamento per nulla infatti
1.89E+17,1,1,0,0,0,"@AndreaRock666 sei stato grande al @vidiaclub, grazie! La foto è mossa, non si puo stare fermi con te ;) pic.twitter.com/9pemEoHm"
1.95E+17,1,1,0,0,0,"@AngelColdplay_ Grazie, grazie (?) u.ù"
1.88E+17,1,1,0,0,0,"@AntonellaMcd Un anno più piccola però mia madre me l'ha fatta fare , strano D:"
1.96E+17,1,1,0,0,0,@Antoniaa1D bho xD lo dicono tutte :) vabbe' dai... Se c'è bene se no amen (:
1.95E+17,1,1,0,0,0,@APEXmatteo Anche io la vedo stasera!:)
3.96E+17,1,1,0,0,0,"@apocryphe__ è perché ormai non me la prendo più, bensì contrattacco con un bel sorriso strafottente."
1.87E+17,1,1,0,0,0,@AuaDB no anche io..(leggi:un figo della madonna)
3.96E+17,1,1,0,0,0,@avalon_eva :-D scusa. A volte sono troppo diretto...
1.35E+17,1,1,0,0,1,@bastacasta @SkyTg24: #TgMattina #ditelavostra: Mario #Monti è la persona giusta. Ottima mossa politica di Napolitano. Servono tempi rapidi
3.97E+17,1,1,0,0,0,@Benedetta991D :) capito
1.62E+17,1,1,0,0,1,@Benzekri82 il governo Monti fa quello che deve e grazie a Dio lo fa bene. Sono gli italiani ad essere delle barzellette!!
1.96E+17,1,1,0,0,1,@beppe_grillo e se #Grillo fosse l'unica persona seria della #politica e tutti gli altri politici sono i pagliacci?
1.62E+17,1,1,0,0,1,"@bianchimatteo mah, io sono un fan sfegatato del governo Monti. Ma forse perché ho abbassato le aspettative dopo 17 anni di berlusconismo."
1.93E+17,1,1,0,0,0,@bichogeorge. Ti amo tanto Sei lo migliori de la mia vita!!! pic.twitter.com/9HndpL9C
3.93E+17,1,1,0,0,0,@borriellomarco1 Forza borriello pic.twitter.com/LIjn8vvkB8
1.45E+17,1,1,0,0,1,"@Bruno_Vespa la stimo e vorrei che chiedesse al governo monti: la crisi è ""finanziaria"" e la manovra è ""reale"" quale sarà l'effetto? down!"
1.97E+17,1,1,0,0,0,"@camilla7mariani @CaterinaBosetti seriamente , grazie per la pazienza!:)"
1.96E+17,1,1,0,0,0,"@cantfixaheart no niente, peró sto aspettando con ansia che finisca l'anno scolastico e poi mi iscrivo a scuola guida ;)"
1.88E+17,1,1,0,0,0,@caos87 ah ah... È la faccia che hanno fatto tt! lol
3.92E+17,1,1,0,0,0,@Capriccio68 @GabryFrangi @rebeccaabdu @MassSte @070Andrea @Hott70 buona domenica a tutti voi!:)
1.87E+17,1,1,0,0,0,@carmelitadurso tu ridi sempre anche quando non ce ne e' alcuna ragione... sei tranquilla
3.92E+17,1,1,0,0,0,@Carmenkutin @Cris96_96 @maria_rita94 ciao cocchine !come va?
1.34E+17,1,1,0,0,1,@cas_33 non so se le elezioni sia la via d'uscita migliore nel nostro caso. Per me è preferibile un governo con Mario Monti
3.93E+17,1,1,0,0,0,"@Cerpe94 @Sheck94 @RZanrossi favoriscono a ""seguire meglio"" le lezioni! :) #univr"
1.41E+17,1,1,0,0,1,"@chedisagio Le misure arriveranno 20 giorni dopo l'insediamento del governo #Monti e, visto il silenzio di questo periodo, fanno ben sperare"
1.97E+17,1,1,0,0,0,@Chia_LovesHarry grazie!! :D
3.96E+17,1,1,0,0,0,@chica0509 @_AlfaAlfa_ @_giasti @_Medioman_ #Siamounasquadrafortissimi :-D :-D :-D
3.92E+17,1,1,0,0,0,@Chingmitzyaaaaa hahahahahaha ;)))
1.87E+17,1,1,0,0,0,"@chiupetta siiii...! ahhahahha in quanto tempo l'hai fatto??! bhe,però niente male!! :D"
3.92E+17,1,1,0,0,0,"@ciccicrokki finché ci sarà anche una sola stellina, sarò soddisfatto di me. :)"
3.93E+17,1,1,0,0,0,@cicciodrago alle melanzane di Curo' non si può dire di no! HELLEN LOVES SICILY http://instagram.com/p/f2Qbj6HEqY/ 
1.95E+17,1,1,0,0,0,@Cimettolafaccia ..insomma il pane è tutto ... :)
3.92E+17,1,1,0,0,0,@clandestina0204 buongiorno cara
1.97E+17,1,1,0,0,0,"@ClaudiaAndreaVR non si puo fare indigestione di rugby,impossibile..."
1.92E+17,1,1,0,0,0,"@CLEMENTINOIENA ciao, sei un grande...ti volevo chiedere se tu e fibra prima o poi verrete a fare un concerto a napoli....riempireste tutto!"
1.88E+17,1,1,0,0,0,@DAlessioRoberta ciao!!Molto bene grazie tu? Ahahahhah
1.92E+17,1,1,0,0,0,@dariolawyer personalmente non ho mai provato ad approfondire pokerprolabs ma ne ho sentito parlare bene appena ho tempo ci guardo bene!
3.96E+17,1,1,0,0,0,@DarioMaverick @cropy03 Ahahahahahahahahahahahahahahahaha 'notte!!!! :*******
1.91E+17,1,1,0,0,0,@davidallegranti per fare due salti! Eravamo in centro...ti dirò ci ho incontrato più gente fiorentina di quanto mi aspettassi ;)
3.93E+17,1,1,0,0,0,@Debby93Debora anche tu mi manchi tantissimo angiolettoooooooooooooo <3
1.90E+17,1,1,0,0,0,@delpieroale 700 volte Grazie di cuore Capitano! <3
